评论ID,提及品牌,平台,评论内容,点赞数,评论数,转发数,情感倾向,发布时间
CM01301,竞品B,B站,感觉最近质量不如以前了，有点失望,44,9,4,负面,2023-06-12
CM01302,竞品C,小红书,什么时候出新品啊，等好久了,44,5,6,正面,2023-12-10
CM01303,竞品B,小红书,性价比很高，比XX品牌好多了,51,7,4,正面,2023-10-17
CM01304,品牌A,小红书,这个品牌的产品真的很好用，支持了好多年了,54,11,5,正面,2023-01-20
CM01305,品牌A,抖音,什么时候出新品啊，等好久了,40,6,1,正面,2023-12-15
CM01306,竞品B,抖音,用了过敏，不知道是不是正品,61,9,2,负面,2023-12-16
CM01307,竞品C,小红书,价格有点贵，但是一分钱一分货吧,54,10,3,中性,2023-05-23
CM01308,品牌A,抖音,客服态度太差了，再也不会买了,44,7,3,负面,2023-10-30
CM01309,竞品B,抖音,这个品牌的产品真的很好用，支持了好多年了,42,8,4,正面,2023-06-22
CM01310,竞品B,B站,感觉最近质量不如以前了，有点失望,42,14,4,负面,2023-09-04
CM01311,竞品C,抖音,用了过敏，不知道是不是正品,55,10,6,负面,2023-11-08
CM01312,品牌A,微博,价格有点贵，但是一分钱一分货吧,39,8,7,中性,2023-04-16
CM01313,竞品C,小红书,什么时候出新品啊，等好久了,56,5,2,正面,2023-05-10
CM01314,品牌A,抖音,性价比很高，比XX品牌好多了,61,15,5,正面,2023-05-23
CM01315,品牌A,微博,感觉最近质量不如以前了，有点失望,48,3,3,负面,2023-01-16
CM01316,品牌A,B站,国货之光，必须支持,50,11,5,正面,2023-05-03
CM01317,竞品C,微博,什么时候出新品啊，等好久了,51,11,3,正面,2023-02-06
CM01318,竞品B,小红书,客服态度太差了，再也不会买了,53,15,10,负面,2023-08-29
CM01319,竞品C,抖音,客服态度太差了，再也不会买了,51,7,5,负面,2023-03-10
CM01320,品牌A,小红书,客服态度太差了，再也不会买了,51,10,4,负面,2023-01-17
CM01321,竞品C,B站,价格有点贵，但是一分钱一分货吧,55,10,3,中性,2023-05-21
CM01322,竞品B,小红书,感觉最近质量不如以前了，有点失望,48,12,3,负面,2023-05-21
CM01323,竞品B,微博,性价比很高，比XX品牌好多了,52,8,5,正面,2023-02-20
CM01324,竞品B,抖音,颜值很高，就是有点不耐用,49,13,3,中性,2023-10-16
CM01325,竞品B,抖音,客服态度太差了，再也不会买了,49,13,6,负面,2023-04-12
CM01326,竞品C,微博,国货之光，必须支持,57,10,4,正面,2023-09-25
CM01327,竞品C,小红书,国货之光，必须支持,39,15,4,正面,2023-04-17
CM01328,品牌A,微博,客服态度太差了，再也不会买了,57,14,5,负面,2023-07-30
CM01329,竞品B,微博,客服态度太差了，再也不会买了,56,6,7,负面,2023-11-27
CM01330,竞品B,小红书,国货之光，必须支持,49,12,5,正面,2023-09-04
CM01331,竞品C,小红书,颜值很高，就是有点不耐用,45,8,6,中性,2023-10-18
CM01332,竞品C,抖音,国货之光，必须支持,61,8,8,正面,2023-11-26
CM01333,竞品C,小红书,颜值很高，就是有点不耐用,47,10,8,中性,2023-10-10
CM01334,品牌A,小红书,感觉最近质量不如以前了，有点失望,41,12,5,负面,2023-11-03
CM01335,竞品C,小红书,物流很快，包装也很好，推荐购买,59,11,6,正面,2023-03-22
CM01336,品牌A,微博,用了过敏，不知道是不是正品,43,10,5,负面,2023-01-13
CM01337,竞品C,抖音,性价比很高，比XX品牌好多了,37,9,2,正面,2023-01-29
CM01338,品牌A,B站,性价比很高，比XX品牌好多了,50,7,2,正面,2023-03-08
CM01339,竞品B,B站,性价比很高，比XX品牌好多了,44,7,7,正面,2023-07-11
CM01340,竞品C,B站,这个品牌的产品真的很好用，支持了好多年了,45,10,4,正面,2023-12-10
CM01341,品牌A,抖音,客服态度太差了，再也不会买了,49,8,3,负面,2023-01-08
CM01342,品牌A,小红书,什么时候出新品啊，等好久了,41,8,4,正面,2023-03-17
CM01343,品牌A,小红书,感觉最近质量不如以前了，有点失望,49,11,5,负面,2023-06-08
CM01344,竞品B,小红书,客服态度太差了，再也不会买了,53,12,6,负面,2023-09-15
CM01345,竞品C,抖音,用了过敏，不知道是不是正品,52,13,6,负面,2023-01-07
CM01346,竞品C,抖音,什么时候出新品啊，等好久了,55,9,6,正面,2023-11-09
CM01347,品牌A,抖音,颜值很高，就是有点不耐用,49,11,5,中性,2023-03-06
CM01348,竞品C,B站,颜值很高，就是有点不耐用,43,13,4,中性,2023-07-25
CM01349,品牌A,抖音,颜值很高，就是有点不耐用,47,8,10,中性,2023-02-19
CM01350,竞品B,B站,这个品牌的产品真的很好用，支持了好多年了,61,8,6,正面,2023-12-23
CM01351,品牌A,微博,物流很快，包装也很好，推荐购买,56,9,3,正面,2023-03-31
CM01352,竞品B,微博,颜值很高，就是有点不耐用,60,10,8,中性,2023-04-10
CM01353,竞品B,小红书,国货之光，必须支持,47,9,8,正面,2023-05-09
CM01354,品牌A,B站,客服态度太差了，再也不会买了,51,10,5,负面,2023-10-24
CM01355,竞品C,抖音,物流很快，包装也很好，推荐购买,50,12,4,正面,2023-03-27
CM01356,竞品B,微博,什么时候出新品啊，等好久了,60,10,6,正面,2023-03-27
CM01357,竞品B,抖音,客服态度太差了，再也不会买了,47,13,6,负面,2023-02-28
CM01358,品牌A,B站,客服态度太差了，再也不会买了,42,10,6,负面,2023-10-23
CM01359,竞品B,微博,国货之光，必须支持,53,14,8,正面,2023-02-20
CM01360,竞品C,抖音,这个品牌的产品真的很好用，支持了好多年了,52,8,7,正面,2023-08-10
CM01361,竞品C,微博,价格有点贵，但是一分钱一分货吧,58,5,7,中性,2023-01-27
CM01362,竞品C,微博,用了过敏，不知道是不是正品,44,11,5,负面,2023-02-25
CM01363,竞品B,B站,客服态度太差了，再也不会买了,44,9,1,负面,2023-11-20
CM01364,竞品C,小红书,用了过敏，不知道是不是正品,57,13,2,负面,2023-07-02
CM01365,竞品B,微博,国货之光，必须支持,45,13,7,正面,2023-01-08
CM01366,竞品C,小红书,颜值很高，就是有点不耐用,54,11,6,中性,2023-12-11
CM01367,竞品B,B站,性价比很高，比XX品牌好多了,50,12,7,正面,2023-08-16
CM01368,竞品C,B站,用了过敏，不知道是不是正品,50,10,5,负面,2023-02-02
CM01369,竞品C,抖音,感觉最近质量不如以前了，有点失望,34,11,3,负面,2023-11-26
CM01370,竞品C,微博,性价比很高，比XX品牌好多了,55,10,5,正面,2023-12-07
CM01371,品牌A,B站,价格有点贵，但是一分钱一分货吧,60,6,4,中性,2023-11-03
CM01372,竞品B,微博,用了过敏，不知道是不是正品,53,4,7,负面,2023-04-13
CM01373,品牌A,B站,颜值很高，就是有点不耐用,54,15,6,中性,2023-08-16
CM01374,竞品B,B站,用了过敏，不知道是不是正品,50,7,10,负面,2023-07-27
CM01375,品牌A,微博,客服态度太差了，再也不会买了,41,8,4,负面,2023-08-05
CM01376,竞品B,微博,感觉最近质量不如以前了，有点失望,47,11,4,负面,2023-07-12
CM01377,品牌A,B站,价格有点贵，但是一分钱一分货吧,46,11,7,中性,2023-07-10
CM01378,品牌A,小红书,感觉最近质量不如以前了，有点失望,44,14,3,负面,2023-08-25
CM01379,竞品B,B站,感觉最近质量不如以前了，有点失望,46,9,4,负面,2023-01-21
CM01380,竞品C,小红书,这个品牌的产品真的很好用，支持了好多年了,57,14,5,正面,2023-01-23
CM01381,竞品B,B站,感觉最近质量不如以前了，有点失望,46,8,9,负面,2023-08-25
CM01382,竞品B,抖音,国货之光，必须支持,48,7,3,正面,2023-02-01
CM01383,竞品B,微博,感觉最近质量不如以前了，有点失望,55,15,7,负面,2023-07-10
CM01384,品牌A,小红书,国货之光，必须支持,47,11,6,正面,2023-06-24
CM01385,竞品C,抖音,性价比很高，比XX品牌好多了,44,6,7,正面,2023-09-22
CM01386,竞品B,小红书,国货之光，必须支持,47,7,5,正面,2023-02-26
CM01387,品牌A,微博,这个品牌的产品真的很好用，支持了好多年了,51,10,4,正面,2023-07-09
CM01388,品牌A,抖音,感觉最近质量不如以前了，有点失望,57,4,4,负面,2023-02-25
CM01389,品牌A,B站,用了过敏，不知道是不是正品,46,12,6,负面,2023-07-16
CM01390,竞品C,B站,颜值很高，就是有点不耐用,59,11,2,中性,2023-06-26
CM01391,竞品C,B站,颜值很高，就是有点不耐用,49,17,4,中性,2023-12-08
CM01392,竞品C,抖音,国货之光，必须支持,50,14,7,正面,2023-09-29
CM01393,竞品B,小红书,这个品牌的产品真的很好用，支持了好多年了,40,10,4,正面,2023-10-19
CM01394,竞品B,小红书,这个品牌的产品真的很好用，支持了好多年了,54,10,2,正面,2023-10-24
CM01395,竞品B,小红书,价格有点贵，但是一分钱一分货吧,47,9,4,中性,2023-08-16
CM01396,品牌A,抖音,价格有点贵，但是一分钱一分货吧,48,9,7,中性,2023-01-23
CM01397,竞品B,小红书,性价比很高，比XX品牌好多了,57,14,4,正面,2023-01-02
CM01398,竞品B,小红书,国货之光，必须支持,55,9,3,正面,2023-01-03
CM01399,竞品B,微博,国货之光，必须支持,38,10,4,正面,2023-02-23
CM01400,竞品B,小红书,性价比很高，比XX品牌好多了,58,9,3,正面,2023-04-13
CM01401,品牌A,小红书,用了过敏，不知道是不是正品,60,11,5,负面,2023-10-05
CM01402,竞品C,B站,国货之光，必须支持,50,11,2,正面,2023-04-23
CM01403,品牌A,微博,性价比很高，比XX品牌好多了,52,10,5,正面,2023-08-11
CM01404,品牌A,抖音,什么时候出新品啊，等好久了,43,18,2,正面,2023-01-12
CM01405,竞品C,B站,价格有点贵，但是一分钱一分货吧,49,10,10,中性,2023-12-13
CM01406,竞品B,小红书,物流很快，包装也很好，推荐购买,47,9,5,正面,2023-12-21
CM01407,竞品B,抖音,价格有点贵，但是一分钱一分货吧,46,9,8,中性,2023-09-12
CM01408,品牌A,B站,国货之光，必须支持,50,2,3,正面,2023-11-10
CM01409,竞品B,小红书,价格有点贵，但是一分钱一分货吧,38,9,5,中性,2023-04-05
CM01410,竞品B,小红书,感觉最近质量不如以前了，有点失望,56,11,6,负面,2023-03-09
CM01411,竞品B,微博,用了过敏，不知道是不是正品,51,9,7,负面,2023-07-15
CM01412,竞品B,小红书,什么时候出新品啊，等好久了,40,15,4,正面,2023-04-13
CM01413,竞品B,小红书,感觉最近质量不如以前了，有点失望,43,7,4,负面,2023-12-27
CM01414,竞品C,微博,性价比很高，比XX品牌好多了,55,8,6,正面,2023-02-16
CM01415,品牌A,小红书,性价比很高，比XX品牌好多了,46,11,6,正面,2023-04-08
CM01416,竞品B,抖音,这个品牌的产品真的很好用，支持了好多年了,50,9,4,正面,2023-06-08
CM01417,竞品B,小红书,性价比很高，比XX品牌好多了,64,8,6,正面,2023-02-16
CM01418,竞品C,小红书,价格有点贵，但是一分钱一分货吧,39,8,4,中性,2023-09-30
CM01419,竞品B,小红书,颜值很高，就是有点不耐用,45,11,3,中性,2023-09-20
CM01420,竞品B,小红书,用了过敏，不知道是不是正品,45,7,3,负面,2023-06-03
CM01421,竞品C,B站,性价比很高，比XX品牌好多了,44,10,3,正面,2023-12-31
CM01422,品牌A,B站,客服态度太差了，再也不会买了,46,9,8,负面,2023-11-10
CM01423,竞品B,B站,什么时候出新品啊，等好久了,56,5,5,正面,2023-12-03
CM01424,品牌A,B站,什么时候出新品啊，等好久了,42,10,7,正面,2023-01-27
CM01425,竞品C,抖音,这个品牌的产品真的很好用，支持了好多年了,40,10,4,正面,2023-06-03
CM01426,竞品B,小红书,颜值很高，就是有点不耐用,36,6,11,中性,2023-12-16
CM01427,品牌A,B站,价格有点贵，但是一分钱一分货吧,44,13,3,中性,2023-02-19
CM01428,品牌A,B站,价格有点贵，但是一分钱一分货吧,37,11,4,中性,2023-03-25
CM01429,竞品C,B站,国货之光，必须支持,56,4,5,正面,2023-09-23
CM01430,竞品C,小红书,客服态度太差了，再也不会买了,42,10,1,负面,2023-05-08
CM01431,竞品B,抖音,这个品牌的产品真的很好用，支持了好多年了,54,8,7,正面,2023-02-28
CM01432,竞品C,小红书,颜值很高，就是有点不耐用,49,3,6,中性,2023-10-09
CM01433,竞品B,B站,这个品牌的产品真的很好用，支持了好多年了,49,13,5,正面,2023-04-30
CM01434,品牌A,小红书,性价比很高，比XX品牌好多了,46,17,3,正面,2023-06-18
CM01435,竞品B,微博,感觉最近质量不如以前了，有点失望,52,14,5,负面,2023-03-23
CM01436,竞品B,抖音,这个品牌的产品真的很好用，支持了好多年了,53,12,5,正面,2023-07-12
CM01437,品牌A,抖音,什么时候出新品啊，等好久了,48,15,6,正面,2023-05-10
CM01438,竞品B,微博,国货之光，必须支持,51,18,6,正面,2023-06-30
CM01439,竞品C,B站,颜值很高，就是有点不耐用,56,5,6,中性,2023-07-08
CM01440,品牌A,抖音,性价比很高，比XX品牌好多了,37,15,4,正面,2023-11-08
CM01441,竞品B,B站,物流很快，包装也很好，推荐购买,49,8,5,正面,2023-02-05
CM01442,品牌A,抖音,客服态度太差了，再也不会买了,50,11,5,负面,2023-08-19
CM01443,竞品B,微博,用了过敏，不知道是不是正品,57,11,3,负面,2023-04-12
CM01444,品牌A,B站,用了过敏，不知道是不是正品,45,13,3,负面,2023-07-10
CM01445,品牌A,抖音,价格有点贵，但是一分钱一分货吧,41,8,3,中性,2023-05-05
CM01446,竞品C,B站,什么时候出新品啊，等好久了,55,13,4,正面,2023-07-29
CM01447,竞品C,抖音,什么时候出新品啊，等好久了,58,9,5,正面,2023-09-17
CM01448,竞品C,抖音,什么时候出新品啊，等好久了,56,10,6,正面,2023-01-02
CM01449,品牌A,小红书,这个品牌的产品真的很好用，支持了好多年了,47,10,0,正面,2023-02-16
CM01450,品牌A,微博,颜值很高，就是有点不耐用,52,5,7,中性,2023-07-01
CM01451,品牌A,小红书,用了过敏，不知道是不是正品,51,6,5,负面,2023-03-28
CM01452,品牌A,微博,价格有点贵，但是一分钱一分货吧,45,8,5,中性,2023-03-10
CM01453,竞品B,小红书,这个品牌的产品真的很好用，支持了好多年了,48,15,5,正面,2023-03-02
CM01454,竞品B,B站,用了过敏，不知道是不是正品,56,8,5,负面,2023-07-09
CM01455,竞品B,小红书,性价比很高，比XX品牌好多了,46,8,3,正面,2023-06-26
CM01456,品牌A,小红书,国货之光，必须支持,50,11,6,正面,2023-10-09
CM01457,竞品C,抖音,国货之光，必须支持,55,16,6,正面,2023-04-28
CM01458,竞品C,B站,这个品牌的产品真的很好用，支持了好多年了,48,13,2,正面,2023-04-07
CM01459,竞品C,抖音,颜值很高，就是有点不耐用,44,5,6,中性,2023-05-30
CM01460,品牌A,小红书,物流很快，包装也很好，推荐购买,52,9,5,正面,2023-08-25
CM01461,品牌A,抖音,这个品牌的产品真的很好用，支持了好多年了,52,9,6,正面,2023-10-29
CM01462,竞品C,B站,感觉最近质量不如以前了，有点失望,54,16,8,负面,2023-04-26
CM01463,品牌A,B站,物流很快，包装也很好，推荐购买,56,13,6,正面,2023-08-27
CM01464,竞品C,小红书,颜值很高，就是有点不耐用,49,10,6,中性,2023-01-21
CM01465,品牌A,抖音,这个品牌的产品真的很好用，支持了好多年了,38,12,7,正面,2023-07-02
CM01466,品牌A,小红书,感觉最近质量不如以前了，有点失望,56,6,10,负面,2023-07-03
CM01467,竞品B,B站,什么时候出新品啊，等好久了,53,13,4,正面,2023-06-25
CM01468,竞品C,小红书,性价比很高，比XX品牌好多了,57,10,5,正面,2023-06-01
CM01469,品牌A,小红书,客服态度太差了，再也不会买了,40,16,6,负面,2023-08-13
CM01470,竞品B,小红书,用了过敏，不知道是不是正品,56,8,2,负面,2023-11-23
CM01471,品牌A,小红书,性价比很高，比XX品牌好多了,42,6,6,正面,2023-06-22
CM01472,竞品B,B站,什么时候出新品啊，等好久了,39,9,8,正面,2023-06-27
CM01473,竞品C,抖音,价格有点贵，但是一分钱一分货吧,56,6,2,中性,2023-06-06
CM01474,竞品B,小红书,这个品牌的产品真的很好用，支持了好多年了,57,15,6,正面,2023-11-14
CM01475,竞品B,小红书,价格有点贵，但是一分钱一分货吧,54,10,7,中性,2023-12-15
CM01476,竞品B,抖音,国货之光，必须支持,54,16,2,正面,2023-03-19
CM01477,竞品B,微博,物流很快，包装也很好，推荐购买,56,10,6,正面,2023-11-19
CM01478,品牌A,抖音,感觉最近质量不如以前了，有点失望,58,7,6,负面,2023-07-14
CM01479,品牌A,小红书,用了过敏，不知道是不是正品,42,16,6,负面,2023-01-11
CM01480,品牌A,小红书,性价比很高，比XX品牌好多了,45,8,6,正面,2023-01-08
CM01481,竞品C,抖音,这个品牌的产品真的很好用，支持了好多年了,62,14,6,正面,2023-07-11
CM01482,竞品C,小红书,用了过敏，不知道是不是正品,55,14,5,负面,2023-08-23
CM01483,品牌A,B站,什么时候出新品啊，等好久了,41,9,11,正面,2023-12-07
CM01484,竞品B,B站,价格有点贵，但是一分钱一分货吧,42,5,8,中性,2023-09-05
CM01485,竞品B,B站,用了过敏，不知道是不是正品,49,8,3,负面,2023-10-09
CM01486,竞品B,B站,性价比很高，比XX品牌好多了,51,9,6,正面,2023-02-14
